<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.03	00:05:00	1.35256	1.35268	1.35241	1.35268	24	0	62
2022.01.03	00:10:00	1.35268	1.35268	1.35238	1.35246	26	0	62
2022.01.03	00:15:00	1.35243	1.35276	1.35215	1.35275	42	0	57
2022.01.03	00:20:00	1.35217	1.35267	1.35217	1.35251	25	0	58
2022.01.03	00:25:00	1.35231	1.35306	1.35231	1.35246	27	0	58
2022.01.03	00:30:00	1.35267	1.35336	1.35237	1.35330	59	0	56
2022.01.03	00:35:00	1.35331	1.35334	1.35237	1.35284	52	0	56
2022.01.03	00:40:00	1.35252	1.35320	1.35252	1.35286	42	0	56
2022.01.03	00:45:00	1.35284	1.35319	1.35266	1.35286	32	0	56
2022.01.03	00:50:00	1.35278	1.35291	1.35265	1.35291	39	0	52
2022.01.03	00:55:00	1.35291	1.35291	1.35278	1.35281	24	0	69
2022.01.03	01:00:00	1.35302	1.35328	1.35262	1.35292	149	0	42
2022.01.03	01:05:00	1.35291	1.35296	1.35261	1.35272	62	0	28
2022.01.03	01:10:00	1.35259	1.35261	1.35250	1.35254	20	0	21
2022.01.03	01:15:00	1.35254	1.35271	1.35238	1.35248	33	0	18
2022.01.03	01:20:00	1.35248	1.35249	1.35222	1.35225	50	0	16
2022.01.03	01:25:00	1.35227	1.35239	1.35224	1.35229	30	0	13
2022.01.03	01:30:00	1.35229	1.35234	1.35221	1.35223	26	0	11
2022.01.03	01:35:00	1.35232	1.35237	1.35218	1.35234	49	0	11
2022.01.03	01:40:00	1.35234	1.35234	1.35222	1.35229	28	0	14
2022.01.03	01:45:00	1.35223	1.35228	1.35196	1.35200	36	0	12
2022.01.03	01:50:00	1.35195	1.35202	1.35194	1.35200	22	0	14
2022.01.03	01:55:00	1.35200	1.35220	1.35195	1.35206	27	0	12
2022.01.03	02:00:00	1.35208	1.35212	1.35202	1.35209	57	0	4
2022.01.03	02:05:00	1.35206	1.35243	1.35205	1.35243	41	0	5
2022.01.03	02:10:00	1.35242	1.35253	1.35213	1.35213	83	0	2
2022.01.03	02:15:00	1.35214	1.35226	1.35212	1.35216	25	0	5
2022.01.03	02:20:00	1.35214	1.35239	1.35213	1.35233	35	0	6
2022.01.03	02:25:00	1.35233	1.35239	1.35220	1.35233	65	0	6
2022.01.03	02:30:00	1.35234	1.35244	1.35212	1.35218	79	0	1
2022.01.03	02:35:00	1.35218	1.35241	1.35217	1.35235	48	0	6
2022.01.03	02:40:00	1.35236	1.35248	1.35231	1.35242	37	0	6
2022.01.03	02:45:00	1.35242	1.35242	1.35220	1.35223	46	0	1
2022.01.03	02:50:00	1.35220	1.35226	1.35182	1.35195	101	0	0
2022.01.03	02:55:00	1.35195	1.35203	1.35165	1.35167	66	0	1
2022.01.03	03:00:00	1.35167	1.35183	1.35155	1.35181	88	0	2
2022.01.03	03:05:00	1.35191	1.35229	1.35189	1.35226	88	0	4
2022.01.03	03:10:00	1.35226	1.35241	1.35217	1.35236	81	0	4
2022.01.03	03:15:00	1.35237	1.35279	1.35224	1.35275	133	0	2
2022.01.03	03:20:00	1.35271	1.35295	1.35269	1.35294	34	0	6
2022.01.03	03:25:00	1.35295	1.35295	1.35256	1.35256	44	0	2
2022.01.03	03:30:00	1.35256	1.35256	1.35231	1.35244	102	0	1
2022.01.03	03:35:00	1.35245	1.35247	1.35199	1.35216	58	0	4
2022.01.03	03:40:00	1.35216	1.35216	1.35149	1.35197	178	0	2
2022.01.03	03:45:00	1.35196	1.35196	1.35152	1.35161	211	0	3
2022.01.03	03:50:00	1.35159	1.35194	1.35158	1.35185	290	0	1
2022.01.03	03:55:00	1.35187	1.35197	1.35162	1.35179	230	0	2
2022.01.03	04:00:00	1.35180	1.35180	1.35150	1.35150	118	0	0
2022.01.03	04:05:00	1.35150	1.35150	1.35062	1.35062	114	0	6
2022.01.03	04:10:00	1.35062	1.35129	1.35062	1.35113	120	0	2
2022.01.03	04:15:00	1.35113	1.35127	1.35109	1.35126	81	0	3
2022.01.03	04:20:00	1.35127	1.35129	1.35108	1.35121	69	0	3
2022.01.03	04:25:00	1.35121	1.35121	1.35101	1.35102	67	0	3
2022.01.03	04:30:00	1.35101	1.35108	1.35093	1.35094	59	0	5
2022.01.03	04:35:00	1.35095	1.35101	1.35053	1.35055	80	0	3
2022.01.03	04:40:00	1.35058	1.35109	1.35058	1.35109	59	0	5
2022.01.03	04:45:00	1.35108	1.35118	1.35047	1.35050	66	0	2
2022.01.03	04:50:00	1.35043	1.35050	1.35035	1.35039	45	0	3
2022.01.03	04:55:00	1.35039	1.35043	1.35035	1.35042	36	0	5
2022.01.03	05:00:00	1.35043	1.35050	1.35038	1.35043	29	0	6
2022.01.03	05:05:00	1.35043	1.35063	1.35038	1.35042	35	0	4
2022.01.03	05:10:00	1.35041	1.35043	1.35031	1.35031	30	0	4
2022.01.03	05:15:00	1.35031	1.35031	1.34981	1.34990	51	0	4
2022.01.03	05:20:00	1.34990	1.34996	1.34981	1.34982	67	0	3
2022.01.03	05:25:00	1.34981	1.34992	1.34980	1.34988	46	0	3
2022.01.03	05:30:00	1.34994	1.34997	1.34966	1.34967	69	0	3
2022.01.03	05:35:00	1.34967	1.34967	1.34946	1.34957	55	0	3
2022.01.03	05:40:00	1.34957	1.34986	1.34957	1.34984	89	0	1
2022.01.03	05:45:00	1.34983	1.35005	1.34972	1.35004	85	0	1
2022.01.03	05:50:00	1.35009	1.35016	1.34999	1.35001	134	0	0
2022.01.03	05:55:00	1.35000	1.35009	1.34988	1.34989	80	0	4
2022.01.03	06:00:00	1.34989	1.35004	1.34962	1.35002	79	0	1
2022.01.03	06:05:00	1.35001	1.35043	1.35001	1.35041	65	0	4
2022.01.03	06:10:00	1.35041	1.35043	1.35036	1.35041	28	0	6
2022.01.03	06:15:00	1.35042	1.35053	1.35042	1.35051	20	0	6
2022.01.03	06:20:00	1.35051	1.35052	1.35037	1.35041	26	0	6
2022.01.03	06:25:00	1.35041	1.35054	1.35039	1.35050	43	0	6
2022.01.03	06:30:00	1.35050	1.35051	1.35037	1.35041	27	0	6
2022.01.03	06:35:00	1.35042	1.35045	1.35041	1.35042	25	0	6
2022.01.03	06:40:00	1.35042	1.35047	1.35039	1.35040	33	0	6
2022.01.03	06:45:00	1.35039	1.35043	1.35030	1.35031	34	0	6
2022.01.03	06:50:00	1.35031	1.35031	1.34951	1.34951	98	0	6
2022.01.03	06:55:00	1.34952	1.34980	1.34949	1.34979	50	0	6
2022.01.03	07:00:00	1.34979	1.35005	1.34977	1.35005	34	0	4
2022.01.03	07:05:00	1.35005	1.35005	1.34981	1.34982	41	0	4
2022.01.03	07:10:00	1.34982	1.34983	1.34967	1.34977	34	0	5
2022.01.03	07:15:00	1.34978	1.34985	1.34971	1.34980	28	0	5
2022.01.03	07:20:00	1.34978	1.34998	1.34978	1.34984	30	0	3
2022.01.03	07:25:00	1.34983	1.34984	1.34963	1.34967	51	0	1
2022.01.03	07:30:00	1.34967	1.34979	1.34963	1.34971	47	0	6
2022.01.03	07:35:00	1.34969	1.34970	1.34949	1.34961	54	0	3
2022.01.03	07:40:00	1.34961	1.34992	1.34959	1.34992	64	0	5
2022.01.03	07:45:00	1.34992	1.34993	1.34973	1.34990	67	0	2
2022.01.03	07:50:00	1.34992	1.34999	1.34983	1.34992	51	0	2
2022.01.03	07:55:00	1.34992	1.35001	1.34971	1.34983	54	0	6
2022.01.03	08:00:00	1.34983	1.35022	1.34982	1.35022	77	0	4
2022.01.03	08:05:00	1.35022	1.35030	1.35016	1.35018	49	0	5
2022.01.03	08:10:00	1.35018	1.35025	1.35012	1.35020	51	0	6
2022.01.03	08:15:00	1.35020	1.35023	1.35010	1.35020	48	0	6
2022.01.03	08:20:00	1.35021	1.35022	1.34980	1.34982	56	0	4
2022.01.03	08:25:00	1.34982	1.35003	1.34972	1.35000	47	0	3
2022.01.03	08:30:00	1.35000	1.35037	1.34999	1.35037	84	0	2
2022.01.03	08:35:00	1.35037	1.35059	1.35034	1.35037	88	0	5
2022.01.03	08:40:00	1.35037	1.35037	1.35017	1.35033	48	0	3
2022.01.03	08:45:00	1.35035	1.35053	1.35030	1.35053	45	0	4
2022.01.03	08:50:00	1.35060	1.35073	1.35060	1.35062	51	0	6
2022.01.03	08:55:00	1.35061	1.35066	1.35047	1.35048	61	0	1
2022.01.03	09:00:00	1.35058	1.35059	1.34974	1.35000	129	0	6
2022.01.03	09:05:00	1.35001	1.35016	1.34964	1.35015	137	0	6
2022.01.03	09:10:00	1.35015	1.35062	1.35015	1.35062	137	0	6
2022.01.03	09:15:00	1.35066	1.35066	1.35031	1.35031	89	0	2
2022.01.03	09:20:00	1.35031	1.35043	1.35023	1.35037	80	0	6
2022.01.03	09:25:00	1.35038	1.35039	1.34998	1.35005	56	0	1
2022.01.03	09:30:00	1.35005	1.35010	1.34999	1.35002	43	0	1
2022.01.03	09:35:00	1.35006	1.35012	1.34960	1.34960	89	0	3
2022.01.03	09:40:00	1.34962	1.35006	1.34962	1.34987	75	0	6
2022.01.03	09:45:00	1.34991	1.35024	1.34991	1.35018	88	0	4
2022.01.03	09:50:00	1.35018	1.35025	1.34979	1.35004	125	0	1
2022.01.03	09:55:00	1.35002	1.35058	1.35001	1.35055	287	0	6
2022.01.03	10:00:00	1.35055	1.35094	1.35027	1.35068	256	0	6
2022.01.03	10:05:00	1.35068	1.35112	1.35040	1.35080	265	0	5
2022.01.03	10:10:00	1.35082	1.35116	1.35041	1.35060	250	0	6
2022.01.03	10:15:00	1.35058	1.35124	1.35052	1.35101	268	0	2
2022.01.03	10:20:00	1.35101	1.35123	1.35089	1.35089	154	0	2
2022.01.03	10:25:00	1.35090	1.35139	1.35086	1.35117	157	0	6
2022.01.03	10:30:00	1.35117	1.35135	1.35110	1.35133	130	0	4
2022.01.03	10:35:00	1.35131	1.35150	1.35122	1.35139	105	0	5
2022.01.03	10:40:00	1.35139	1.35168	1.35138	1.35157	131	0	0
2022.01.03	10:45:00	1.35157	1.35229	1.35117	1.35211	247	0	1
2022.01.03	10:50:00	1.35215	1.35225	1.35177	1.35220	185	0	3
2022.01.03	10:55:00	1.35220	1.35223	1.35195	1.35222	304	0	2
2022.01.03	11:00:00	1.35221	1.35222	1.35181	1.35209	177	0	6
2022.01.03	11:05:00	1.35209	1.35218	1.35174	1.35174	96	0	6
2022.01.03	11:10:00	1.35174	1.35280	1.35166	1.35271	185	0	5
2022.01.03	11:15:00	1.35271	1.35273	1.35238	1.35257	99	0	5
2022.01.03	11:20:00	1.35256	1.35261	1.35224	1.35230	58	0	3
2022.01.03	11:25:00	1.35226	1.35233	1.35164	1.35164	182	0	6
2022.01.03	11:30:00	1.35164	1.35167	1.35125	1.35159	201	0	6
2022.01.03	11:35:00	1.35151	1.35216	1.35143	1.35179	203	0	1
2022.01.03	11:40:00	1.35179	1.35179	1.35147	1.35167	147	0	0
2022.01.03	11:45:00	1.35167	1.35191	1.35145	1.35177	172	0	2
2022.01.03	11:50:00	1.35177	1.35198	1.35162	1.35172	321	0	1
2022.01.03	11:55:00	1.35172	1.35179	1.35149	1.35168	273	0	2
2022.01.03	12:00:00	1.35168	1.35231	1.35167	1.35203	391	0	4
2022.01.03	12:05:00	1.35206	1.35226	1.35196	1.35221	248	0	4
2022.01.03	12:10:00	1.35219	1.35239	1.35209	1.35220	90	0	1
2022.01.03	12:15:00	1.35220	1.35245	1.35203	1.35215	155	0	0
2022.01.03	12:20:00	1.35215	1.35230	1.35202	1.35211	112	0	0
2022.01.03	12:25:00	1.35211	1.35228	1.35186	1.35188	141	0	0
2022.01.03	12:30:00	1.35188	1.35188	1.35151	1.35155	97	0	0
2022.01.03	12:35:00	1.35155	1.35169	1.35146	1.35150	100	0	1
2022.01.03	12:40:00	1.35150	1.35150	1.35114	1.35128	166	0	0
2022.01.03	12:45:00	1.35128	1.35145	1.35087	1.35123	187	0	0
2022.01.03	12:50:00	1.35123	1.35137	1.35104	1.35129	237	0	3
2022.01.03	12:55:00	1.35129	1.35140	1.35106	1.35110	265	0	1
2022.01.03	13:00:00	1.35113	1.35137	1.35108	1.35123	212	0	1
2022.01.03	13:05:00	1.35123	1.35129	1.35104	1.35112	126	0	6
2022.01.03	13:10:00	1.35112	1.35144	1.35098	1.35142	145	0	6
2022.01.03	13:15:00	1.35142	1.35194	1.35140	1.35194	222	0	4
2022.01.03	13:20:00	1.35194	1.35219	1.35175	1.35175	185	0	3
2022.01.03	13:25:00	1.35176	1.35176	1.35149	1.35153	139	0	1
2022.01.03	13:30:00	1.35153	1.35179	1.35150	1.35170	181	0	2
2022.01.03	13:35:00	1.35170	1.35173	1.35132	1.35152	184	0	1
2022.01.03	13:40:00	1.35153	1.35164	1.35138	1.35139	115	0	3
2022.01.03	13:45:00	1.35138	1.35138	1.35121	1.35131	133	0	3
2022.01.03	13:50:00	1.35131	1.35139	1.35088	1.35097	131	0	2
2022.01.03	13:55:00	1.35096	1.35111	1.35079	1.35103	123	0	6
2022.01.03	14:00:00	1.35103	1.35122	1.35085	1.35093	93	0	6
2022.01.03	14:05:00	1.35095	1.35099	1.35052	1.35054	124	0	4
2022.01.03	14:10:00	1.35055	1.35079	1.35033	1.35064	168	0	3
2022.01.03	14:15:00	1.35064	1.35064	1.35030	1.35041	112	0	6
2022.01.03	14:20:00	1.35035	1.35071	1.35024	1.35069	221	0	0
2022.01.03	14:25:00	1.35069	1.35070	1.35031	1.35060	156	0	1
2022.01.03	14:30:00	1.35060	1.35061	1.35028	1.35055	156	0	1
2022.01.03	14:35:00	1.35055	1.35060	1.35009	1.35012	122	0	2
2022.01.03	14:40:00	1.35014	1.35040	1.35004	1.35018	195	0	2
2022.01.03	14:45:00	1.35018	1.35030	1.35014	1.35020	145	0	1
2022.01.03	14:50:00	1.35020	1.35041	1.35020	1.35025	127	0	2
2022.01.03	14:55:00	1.35025	1.35070	1.35017	1.35053	295	0	2
2022.01.03	15:00:00	1.35052	1.35062	1.35020	1.35028	221	0	2
2022.01.03	15:05:00	1.35029	1.35033	1.34961	1.34979	291	0	0
2022.01.03	15:10:00	1.34979	1.34996	1.34951	1.34963	282	0	3
2022.01.03	15:15:00	1.34962	1.34978	1.34933	1.34978	205	0	5
2022.01.03	15:20:00	1.34983	1.35004	1.34940	1.34940	344	0	1
2022.01.03	15:25:00	1.34945	1.35017	1.34914	1.35005	496	0	2
2022.01.03	15:30:00	1.35005	1.35011	1.34900	1.34908	408	0	2
2022.01.03	15:35:00	1.34907	1.34907	1.34859	1.34880	340	0	2
2022.01.03	15:40:00	1.34880	1.34923	1.34877	1.34910	299	0	0
2022.01.03	15:45:00	1.34908	1.34910	1.34837	1.34887	275	0	3
2022.01.03	15:50:00	1.34887	1.34887	1.34831	1.34846	345	0	3
2022.01.03	15:55:00	1.34846	1.34884	1.34836	1.34868	270	0	3
2022.01.03	16:00:00	1.34868	1.34893	1.34846	1.34877	273	0	0
2022.01.03	16:05:00	1.34877	1.34919	1.34858	1.34879	216	0	0
2022.01.03	16:10:00	1.34879	1.34880	1.34800	1.34812	310	0	1
2022.01.03	16:15:00	1.34812	1.34816	1.34772	1.34784	307	0	5
2022.01.03	16:20:00	1.34785	1.34785	1.34681	1.34733	371	0	3
2022.01.03	16:25:00	1.34732	1.34773	1.34719	1.34734	335	0	0
2022.01.03	16:30:00	1.34733	1.34764	1.34693	1.34759	460	0	0
2022.01.03	16:35:00	1.34759	1.34866	1.34741	1.34823	365	0	2
2022.01.03	16:40:00	1.34824	1.34836	1.34752	1.34781	370	0	0
2022.01.03	16:45:00	1.34781	1.34791	1.34651	1.34664	433	0	1
2022.01.03	16:50:00	1.34664	1.34689	1.34618	1.34622	442	0	0
2022.01.03	16:55:00	1.34621	1.34631	1.34545	1.34601	590	0	0
2022.01.03	17:00:00	1.34604	1.34647	1.34573	1.34620	757	0	0
2022.01.03	17:05:00	1.34621	1.34621	1.34525	1.34581	435	0	1
2022.01.03	17:10:00	1.34580	1.34582	1.34515	1.34560	405	0	0
2022.01.03	17:15:00	1.34559	1.34578	1.34511	1.34528	359	0	0
2022.01.03	17:20:00	1.34528	1.34578	1.34468	1.34520	459	0	1
2022.01.03	17:25:00	1.34520	1.34526	1.34367	1.34405	384	0	0
2022.01.03	17:30:00	1.34407	1.34417	1.34318	1.34367	409	0	1
2022.01.03	17:35:00	1.34367	1.34370	1.34308	1.34353	317	0	3
2022.01.03	17:40:00	1.34353	1.34391	1.34334	1.34385	414	0	2
2022.01.03	17:45:00	1.34385	1.34457	1.34378	1.34435	462	0	1
2022.01.03	17:50:00	1.34435	1.34485	1.34426	1.34455	467	0	1
2022.01.03	17:55:00	1.34454	1.34473	1.34413	1.34464	456	0	3
2022.01.03	18:00:00	1.34464	1.34516	1.34464	1.34492	414	0	0
2022.01.03	18:05:00	1.34491	1.34527	1.34401	1.34403	327	0	0
2022.01.03	18:10:00	1.34405	1.34428	1.34362	1.34421	344	0	1
2022.01.03	18:15:00	1.34421	1.34509	1.34393	1.34494	361	0	2
2022.01.03	18:20:00	1.34494	1.34540	1.34451	1.34493	290	0	0
2022.01.03	18:25:00	1.34490	1.34574	1.34487	1.34573	273	0	1
2022.01.03	18:30:00	1.34565	1.34610	1.34545	1.34610	306	0	1
2022.01.03	18:35:00	1.34605	1.34650	1.34595	1.34620	258	0	1
2022.01.03	18:40:00	1.34620	1.34640	1.34585	1.34595	270	0	0
2022.01.03	18:45:00	1.34595	1.34676	1.34593	1.34647	272	0	1
2022.01.03	18:50:00	1.34647	1.34689	1.34636	1.34682	286	0	0
2022.01.03	18:55:00	1.34682	1.34686	1.34630	1.34661	302	0	1
2022.01.03	19:00:00	1.34661	1.34731	1.34655	1.34727	256	0	0
2022.01.03	19:05:00	1.34730	1.34758	1.34714	1.34744	198	0	1
2022.01.03	19:10:00	1.34744	1.34749	1.34734	1.34746	291	0	0
2022.01.03	19:15:00	1.34746	1.34751	1.34691	1.34706	200	0	0
2022.01.03	19:20:00	1.34707	1.34742	1.34702	1.34731	183	0	1
2022.01.03	19:25:00	1.34734	1.34735	1.34687	1.34693	75	0	1
2022.01.03	19:30:00	1.34694	1.34713	1.34683	1.34684	88	0	0
2022.01.03	19:35:00	1.34685	1.34710	1.34683	1.34683	61	0	0
2022.01.03	19:40:00	1.34687	1.34740	1.34676	1.34740	89	0	0
2022.01.03	19:45:00	1.34739	1.34768	1.34692	1.34693	166	0	0
2022.01.03	19:50:00	1.34693	1.34730	1.34693	1.34718	117	0	6
2022.01.03	19:55:00	1.34718	1.34723	1.34698	1.34710	119	0	1
2022.01.03	20:00:00	1.34711	1.34740	1.34700	1.34725	151	0	0
2022.01.03	20:05:00	1.34725	1.34739	1.34712	1.34738	108	0	3
2022.01.03	20:10:00	1.34738	1.34781	1.34735	1.34765	111	0	6
2022.01.03	20:15:00	1.34765	1.34780	1.34752	1.34766	87	0	6
2022.01.03	20:20:00	1.34768	1.34792	1.34742	1.34763	122	0	3
2022.01.03	20:25:00	1.34763	1.34770	1.34744	1.34765	146	0	6
2022.01.03	20:30:00	1.34765	1.34797	1.34765	1.34789	53	0	6
2022.01.03	20:35:00	1.34789	1.34821	1.34789	1.34810	149	0	3
2022.01.03	20:40:00	1.34809	1.34829	1.34807	1.34823	84	0	4
2022.01.03	20:45:00	1.34822	1.34835	1.34799	1.34807	121	0	1
2022.01.03	20:50:00	1.34806	1.34810	1.34799	1.34807	114	0	6
2022.01.03	20:55:00	1.34806	1.34809	1.34787	1.34790	148	0	5
2022.01.03	21:00:00	1.34789	1.34798	1.34774	1.34779	136	0	2
2022.01.03	21:05:00	1.34779	1.34829	1.34778	1.34827	133	0	2
2022.01.03	21:10:00	1.34829	1.34837	1.34814	1.34836	126	0	6
2022.01.03	21:15:00	1.34835	1.34856	1.34824	1.34844	138	0	3
2022.01.03	21:20:00	1.34844	1.34845	1.34829	1.34840	193	0	2
2022.01.03	21:25:00	1.34841	1.34849	1.34827	1.34844	180	0	2
2022.01.03	21:30:00	1.34844	1.34854	1.34829	1.34844	92	0	0
2022.01.03	21:35:00	1.34844	1.34844	1.34823	1.34833	63	0	0
2022.01.03	21:40:00	1.34832	1.34834	1.34783	1.34814	99	0	1
2022.01.03	21:45:00	1.34814	1.34845	1.34807	1.34824	92	0	6
2022.01.03	21:50:00	1.34824	1.34850	1.34823	1.34834	156	0	1
2022.01.03	21:55:00	1.34830	1.34851	1.34822	1.34843	274	0	1
2022.01.03	22:00:00	1.34843	1.34852	1.34809	1.34842	309	0	1
2022.01.03	22:05:00	1.34842	1.34842	1.34809	1.34820	101	0	0
2022.01.03	22:10:00	1.34821	1.34821	1.34781	1.34791	122	0	1
2022.01.03	22:15:00	1.34792	1.34825	1.34792	1.34820	86	0	6
2022.01.03	22:20:00	1.34820	1.34823	1.34768	1.34770	118	0	6
2022.01.03	22:25:00	1.34771	1.34789	1.34767	1.34787	89	0	12
2022.01.03	22:30:00	1.34787	1.34806	1.34782	1.34782	121	0	2
2022.01.03	22:35:00	1.34782	1.34804	1.34779	1.34792	75	0	2
2022.01.03	22:40:00	1.34792	1.34793	1.34753	1.34762	160	0	6
2022.01.03	22:45:00	1.34765	1.34777	1.34738	1.34770	161	0	4
2022.01.03	22:50:00	1.34773	1.34808	1.34770	1.34795	164	0	5
2022.01.03	22:55:00	1.34793	1.34793	1.34742	1.34788	169	0	4
2022.01.03	23:00:00	1.34788	1.34788	1.34756	1.34785	130	0	6
2022.01.03	23:05:00	1.34785	1.34814	1.34784	1.34810	81	0	9
2022.01.03	23:10:00	1.34811	1.34817	1.34792	1.34792	78	0	10
2022.01.03	23:15:00	1.34791	1.34791	1.34780	1.34782	41	0	10
2022.01.03	23:20:00	1.34782	1.34792	1.34782	1.34789	40	0	8
2022.01.03	23:25:00	1.34789	1.34791	1.34787	1.34790	13	0	8
2022.01.03	23:30:00	1.34790	1.34810	1.34787	1.34797	37	0	10
2022.01.03	23:35:00	1.34795	1.34801	1.34793	1.34797	41	0	12
2022.01.03	23:40:00	1.34797	1.34797	1.34779	1.34789	38	0	12
2022.01.03	23:45:00	1.34789	1.34796	1.34776	1.34776	58	0	12
2022.01.03	23:50:00	1.34777	1.34780	1.34766	1.34778	26	0	12
2022.01.03	23:55:00	1.34778	1.34797	1.34763	1.34786	130	0	12
2022.01.04	00:00:00	1.34763	1.34763	1.34709	1.34709	14	0	64
2022.01.04	00:05:00	1.34709	1.34778	1.34703	1.34778	19	0	72
2022.01.04	00:10:00	1.34778	1.34778	1.34653	1.34739	60	0	98
2022.01.04	00:15:00	1.34733	1.34760	1.34696	1.34741	26	0	33
2022.01.04	00:20:00	1.34741	1.34757	1.34712	1.34712	7	0	55
2022.01.04	00:25:00	1.34698	1.34757	1.34698	1.34740	31	0	46
2022.01.04	00:30:00	1.34698	1.34788	1.34698	1.34787	26	0	69
2022.01.04	00:35:00	1.34779	1.34788	1.34747	1.34769	40	0	56
2022.01.04	00:40:00	1.34760	1.34764	1.34722	1.34743	63	0	56
2022.01.04	00:45:00	1.34741	1.34765	1.34694	1.34727	51	0	69
2022.01.04	00:50:00	1.34763	1.34763	1.34694	1.34731	84	0	56
2022.01.04	00:55:00	1.34731	1.34748	1.34714	1.34732	39	0	54
2022.01.04	01:00:00	1.34727	1.34760	1.34721	1.34747	56	0	63
2022.01.04	01:05:00	1.34747	1.34789	1.34736	1.34763	41	0	27
2022.01.04	01:10:00	1.34769	1.34775	1.34762	1.34770	43	0	26
2022.01.04	01:15:00	1.34775	1.34795	1.34758	1.34791	45	0	12
2022.01.04	01:20:00	1.34791	1.34811	1.34788	1.34802	30	0	12
2022.01.04	01:25:00	1.34802	1.34833	1.34794	1.34833	72	0	12
2022.01.04	01:30:00	1.34827	1.34841	1.34819	1.34829	80	0	12
2022.01.04	01:35:00	1.34829	1.34841	1.34815	1.34815	97	0	19
2022.01.04	01:40:00	1.34815	1.34827	1.34815	1.34823	15	0	13
2022.01.04	01:45:00	1.34826	1.34830	1.34806	1.34810	23	0	12
2022.01.04	01:50:00	1.34810	1.34814	1.34805	1.34810	27	0	14
2022.01.04	01:55:00	1.34810	1.34817	1.34806	1.34812	20	0	14
2022.01.04	02:00:00	1.34812	1.34843	1.34786	1.34799	129	0	6
2022.01.04	02:05:00	1.34799	1.34800	1.34760	1.34773	106	0	3
2022.01.04	02:10:00	1.34773	1.34793	1.34769	1.34782	78	0	6
2022.01.04	02:15:00	1.34782	1.34786	1.34758	1.34776	76	0	5
2022.01.04	02:20:00	1.34775	1.34784	1.34764	1.34767	44	0	2
2022.01.04	02:25:00	1.34766	1.34771	1.34763	1.34766	29	0	6
2022.01.04	02:30:00	1.34767	1.34767	1.34757	1.34766	36	0	4
2022.01.04	02:35:00	1.34766	1.34771	1.34749	1.34749	28	0	6
2022.01.04	02:40:00	1.34752	1.34761	1.34741	1.34758	54	0	6
2022.01.04	02:45:00	1.34753	1.34771	1.34753	1.34763	41	0	6
2022.01.04	02:50:00	1.34763	1.34773	1.34724	1.34731	105	0	5
2022.01.04	02:55:00	1.34737	1.34782	1.34737	1.34780	58	0	6
2022.01.04	03:00:00	1.34776	1.34790	1.34772	1.34789	47	0	6
2022.01.04	03:05:00	1.34789	1.34811	1.34786	1.34806	48	0	6
2022.01.04	03:10:00	1.34806	1.34827	1.34806	1.34827	61	0	6
2022.01.04	03:15:00	1.34827	1.34832	1.34790	1.34808	68	0	5
2022.01.04	03:20:00	1.34808	1.34830	1.34802	1.34825	55	0	6
2022.01.04	03:25:00	1.34824	1.34826	1.34806	1.34825	35	0	4
2022.01.04	03:30:00	1.34825	1.34831	1.34799	1.34800	48	0	3
2022.01.04	03:35:00	1.34800	1.34811	1.34789	1.34792	98	0	3
2022.01.04	03:40:00	1.34792	1.34801	1.34779	1.34789	85	0	6
2022.01.04	03:45:00	1.34793	1.34793	1.34766	1.34785	58	0	6
2022.01.04	03:50:00	1.34785	1.34821	1.34774	1.34804	80	0	6
2022.01.04	03:55:00	1.34804	1.34808	1.34783	1.34798	35	0	6
2022.01.04	04:00:00	1.34799	1.34802	1.34785	1.34787	31	0	5
2022.01.04	04:05:00	1.34785	1.34792	1.34756	1.34759	41	0	3
2022.01.04	04:10:00	1.34752	1.34764	1.34751	1.34759	45	0	2
2022.01.04	04:15:00	1.34759	1.34776	1.34748	1.34770	53	0	3
2022.01.04	04:20:00	1.34770	1.34786	1.34762	1.34771	57	0	3
2022.01.04	04:25:00	1.34771	1.34782	1.34765	1.34772	52	0	6
2022.01.04	04:30:00	1.34771	1.34785	1.34767	1.34783	56	0	6
2022.01.04	04:35:00	1.34782	1.34785	1.34775	1.34782	43	0	5
2022.01.04	04:40:00	1.34781	1.34789	1.34769	1.34788	63	0	4
2022.01.04	04:45:00	1.34788	1.34789	1.34778	1.34788	149	0	3
2022.01.04	04:50:00	1.34788	1.34792	1.34776	1.34785	80	0	3
2022.01.04	04:55:00	1.34784	1.34786	1.34717	1.34729	174	0	3
2022.01.04	05:00:00	1.34728	1.34740	1.34710	1.34710	84	0	6
2022.01.04	05:05:00	1.34708	1.34708	1.34670	1.34686	71	0	6
2022.01.04	05:10:00	1.34683	1.34702	1.34683	1.34686	57	0	6
2022.01.04	05:15:00	1.34686	1.34698	1.34654	1.34661	66	0	6
2022.01.04	05:20:00	1.34661	1.34661	1.34639	1.34640	33	0	6
2022.01.04	05:25:00	1.34633	1.34669	1.34625	1.34662	54	0	4
2022.01.04	05:30:00	1.34662	1.34666	1.34661	1.34663	29	0	6
2022.01.04	05:35:00	1.34663	1.34672	1.34660	1.34665	29	0	5
2022.01.04	05:40:00	1.34665	1.34671	1.34652	1.34665	49	0	3
2022.01.04	05:45:00	1.34665	1.34674	1.34632	1.34632	169	0	1
