<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.07.11	17:05:00	1.18935	1.18970	1.18897	1.18927	730	0	0
2022.07.11	17:10:00	1.18926	1.19008	1.18913	1.18913	979	0	0
2022.07.11	17:15:00	1.18913	1.18959	1.18805	1.18812	948	0	0
2022.07.11	17:20:00	1.18812	1.18818	1.18666	1.18675	936	0	0
2022.07.11	17:25:00	1.18674	1.18818	1.18665	1.18798	951	0	0
2022.07.11	17:30:00	1.18799	1.18930	1.18786	1.18844	913	0	0
2022.07.11	17:35:00	1.18851	1.18907	1.18828	1.18866	726	0	0
2022.07.11	17:40:00	1.18866	1.18938	1.18847	1.18937	812	0	0
2022.07.11	17:45:00	1.18938	1.18954	1.18842	1.18892	816	0	0
2022.07.11	17:50:00	1.18892	1.19008	1.18838	1.18906	1020	0	0
2022.07.11	17:55:00	1.18909	1.18911	1.18777	1.18836	987	0	0
2022.07.11	18:00:00	1.18832	1.18868	1.18771	1.18831	869	0	0
2022.07.11	18:05:00	1.18831	1.18836	1.18782	1.18814	777	0	0
2022.07.11	18:10:00	1.18814	1.18944	1.18811	1.18898	893	0	0
2022.07.11	18:15:00	1.18897	1.18918	1.18832	1.18846	708	0	0
2022.07.11	18:20:00	1.18846	1.18855	1.18796	1.18828	790	0	0
2022.07.11	18:25:00	1.18827	1.18959	1.18824	1.18897	530	0	0
2022.07.11	18:30:00	1.18897	1.19015	1.18896	1.18976	845	0	0
2022.07.11	18:35:00	1.18980	1.19020	1.18935	1.18992	684	0	0
2022.07.11	18:40:00	1.18991	1.19012	1.18958	1.18974	570	0	0
2022.07.11	18:45:00	1.18972	1.18974	1.18886	1.18938	604	0	0
2022.07.11	18:50:00	1.18937	1.19005	1.18902	1.19003	497	0	0
2022.07.11	18:55:00	1.19003	1.19049	1.19003	1.19044	495	0	0
2022.07.11	19:00:00	1.19044	1.19068	1.18937	1.18969	531	0	0
2022.07.11	19:05:00	1.18969	1.19038	1.18961	1.19010	399	0	0
2022.07.11	19:10:00	1.19012	1.19032	1.18974	1.19010	358	0	0
2022.07.11	19:15:00	1.19010	1.19038	1.18992	1.19002	472	0	0
2022.07.11	19:20:00	1.19003	1.19011	1.18885	1.18902	523	0	0
2022.07.11	19:25:00	1.18902	1.18926	1.18874	1.18881	454	0	0
2022.07.11	19:30:00	1.18881	1.18894	1.18843	1.18874	616	0	0
2022.07.11	19:35:00	1.18874	1.18929	1.18873	1.18906	451	0	0
2022.07.11	19:40:00	1.18906	1.18916	1.18882	1.18909	452	0	0
2022.07.11	19:45:00	1.18910	1.18922	1.18859	1.18866	490	0	0
2022.07.11	19:50:00	1.18865	1.18879	1.18824	1.18839	512	0	0
2022.07.11	19:55:00	1.18839	1.18863	1.18822	1.18831	748	0	0
2022.07.11	20:00:00	1.18828	1.18923	1.18803	1.18889	599	0	0
2022.07.11	20:05:00	1.18889	1.18963	1.18871	1.18949	274	0	2
2022.07.11	20:10:00	1.18949	1.18977	1.18946	1.18960	353	0	2
2022.07.11	20:15:00	1.18959	1.18965	1.18934	1.18950	345	0	2
2022.07.11	20:20:00	1.18949	1.18993	1.18948	1.18973	259	0	2
2022.07.11	20:25:00	1.18968	1.18995	1.18951	1.18952	163	0	2
2022.07.11	20:30:00	1.18952	1.19057	1.18945	1.19038	454	0	1
2022.07.11	20:35:00	1.19038	1.19056	1.19011	1.19028	426	0	0
2022.07.11	20:40:00	1.19028	1.19084	1.19020	1.19033	457	0	0
2022.07.11	20:45:00	1.19034	1.19094	1.19021	1.19077	265	0	0
2022.07.11	20:50:00	1.19077	1.19077	1.19033	1.19040	290	0	0
2022.07.11	20:55:00	1.19040	1.19087	1.19025	1.19080	305	0	2
2022.07.11	21:00:00	1.19082	1.19096	1.19019	1.19020	406	0	2
2022.07.11	21:05:00	1.19020	1.19044	1.18969	1.18971	440	0	2
2022.07.11	21:10:00	1.18972	1.19002	1.18951	1.18989	635	0	0
2022.07.11	21:15:00	1.18988	1.19050	1.18977	1.19032	451	0	2
2022.07.11	21:20:00	1.19033	1.19035	1.18975	1.19002	346	0	2
2022.07.11	21:25:00	1.19001	1.19039	1.18987	1.19025	337	0	2
2022.07.11	21:30:00	1.19026	1.19029	1.18992	1.19003	562	0	0
2022.07.11	21:35:00	1.19004	1.19039	1.19002	1.19038	315	0	0
2022.07.11	21:40:00	1.19033	1.19074	1.19033	1.19054	207	0	2
2022.07.11	21:45:00	1.19054	1.19073	1.19033	1.19043	295	0	2
2022.07.11	21:50:00	1.19043	1.19043	1.18941	1.18951	457	0	0
2022.07.11	21:55:00	1.18950	1.18968	1.18929	1.18968	395	0	0
2022.07.11	22:00:00	1.18966	1.18995	1.18924	1.18952	459	0	1
2022.07.11	22:05:00	1.18955	1.18976	1.18941	1.18974	283	0	0
2022.07.11	22:10:00	1.18974	1.18996	1.18940	1.18946	451	0	0
2022.07.11	22:15:00	1.18942	1.18949	1.18873	1.18892	510	0	2
2022.07.11	22:20:00	1.18887	1.18904	1.18853	1.18872	426	0	1
2022.07.11	22:25:00	1.18873	1.18904	1.18853	1.18900	345	0	2
2022.07.11	22:30:00	1.18901	1.18954	1.18897	1.18924	298	0	2
2022.07.11	22:35:00	1.18924	1.18941	1.18907	1.18924	268	0	2
2022.07.11	22:40:00	1.18924	1.18958	1.18871	1.18875	319	0	0
2022.07.11	22:45:00	1.18871	1.18910	1.18855	1.18874	344	0	0
2022.07.11	22:50:00	1.18875	1.18896	1.18833	1.18853	379	0	0
2022.07.11	22:55:00	1.18846	1.18949	1.18832	1.18947	466	0	2
2022.07.11	23:00:00	1.18947	1.18963	1.18916	1.18938	323	0	1
2022.07.11	23:05:00	1.18938	1.18947	1.18911	1.18932	157	0	4
2022.07.11	23:10:00	1.18932	1.18948	1.18922	1.18930	143	0	4
2022.07.11	23:15:00	1.18930	1.18953	1.18922	1.18948	227	0	4
2022.07.11	23:20:00	1.18948	1.18972	1.18943	1.18972	130	0	4
2022.07.11	23:25:00	1.18973	1.18984	1.18945	1.18976	106	0	4
2022.07.11	23:30:00	1.18976	1.18977	1.18930	1.18942	88	0	4
2022.07.11	23:35:00	1.18944	1.18946	1.18895	1.18896	79	0	4
2022.07.11	23:40:00	1.18896	1.18946	1.18896	1.18922	55	0	4
2022.07.11	23:45:00	1.18914	1.18950	1.18914	1.18941	126	0	4
2022.07.11	23:50:00	1.18941	1.18943	1.18889	1.18891	72	0	4
2022.07.11	23:55:00	1.18891	1.18912	1.18885	1.18912	71	0	4
2022.07.12	00:00:00	1.18906	1.18912	1.18846	1.18871	24	0	21
2022.07.12	00:05:00	1.18874	1.18892	1.18838	1.18888	30	0	80
2022.07.12	00:10:00	1.18869	1.18938	1.18863	1.18923	61	0	42
2022.07.12	00:15:00	1.18923	1.18936	1.18871	1.18872	154	0	27
2022.07.12	00:20:00	1.18872	1.18913	1.18864	1.18891	248	0	36
2022.07.12	00:25:00	1.18891	1.18936	1.18883	1.18909	692	0	4
2022.07.12	00:30:00	1.18910	1.18920	1.18895	1.18900	776	0	15
2022.07.12	00:35:00	1.18901	1.18919	1.18901	1.18901	40	0	16
2022.07.12	00:40:00	1.18901	1.18928	1.18901	1.18920	342	0	4
2022.07.12	00:45:00	1.18919	1.18920	1.18902	1.18915	678	0	15
2022.07.12	00:50:00	1.18903	1.18918	1.18891	1.18899	300	0	17
2022.07.12	00:55:00	1.18899	1.18919	1.18899	1.18899	18	0	15
2022.07.12	01:00:00	1.18890	1.18936	1.18890	1.18916	867	0	4
2022.07.12	01:05:00	1.18916	1.18933	1.18914	1.18932	33	0	4
2022.07.12	01:10:00	1.18936	1.18967	1.18936	1.18964	66	0	4
2022.07.12	01:15:00	1.18960	1.18963	1.18947	1.18959	117	0	16
2022.07.12	01:20:00	1.18958	1.18972	1.18957	1.18967	137	0	4
2022.07.12	01:25:00	1.18967	1.18971	1.18954	1.18961	184	0	14
2022.07.12	01:30:00	1.18961	1.18972	1.18950	1.18957	215	0	4
2022.07.12	01:35:00	1.18957	1.18960	1.18937	1.18952	198	0	14
2022.07.12	01:40:00	1.18952	1.18971	1.18950	1.18968	132	0	15
2022.07.12	01:45:00	1.18968	1.18974	1.18936	1.18940	175	0	14
2022.07.12	01:50:00	1.18939	1.18940	1.18910	1.18915	227	0	15
2022.07.12	01:55:00	1.18915	1.18917	1.18903	1.18904	79	0	18
2022.07.12	02:00:00	1.18907	1.18952	1.18903	1.18947	75	0	11
2022.07.12	02:05:00	1.18946	1.18973	1.18946	1.18969	78	0	10
2022.07.12	02:10:00	1.18968	1.18981	1.18953	1.18979	119	0	3
2022.07.12	02:15:00	1.18979	1.18990	1.18975	1.18981	120	0	11
2022.07.12	02:20:00	1.18982	1.18982	1.18965	1.18969	123	0	12
2022.07.12	02:25:00	1.18969	1.18986	1.18955	1.18965	136	0	3
2022.07.12	02:30:00	1.18966	1.18982	1.18947	1.18947	81	0	13
2022.07.12	02:35:00	1.18948	1.18967	1.18944	1.18952	58	0	14
2022.07.12	02:40:00	1.18952	1.18968	1.18938	1.18952	154	0	1
2022.07.12	02:45:00	1.18952	1.19010	1.18952	1.19004	254	0	3
2022.07.12	02:50:00	1.19004	1.19009	1.18996	1.19007	36	0	11
2022.07.12	02:55:00	1.19008	1.19008	1.18985	1.18986	43	0	10
2022.07.12	03:00:00	1.18981	1.19083	1.18981	1.19074	501	0	3
2022.07.12	03:05:00	1.19074	1.19099	1.19053	1.19069	373	0	1
2022.07.12	03:10:00	1.19069	1.19094	1.19044	1.19068	492	0	0
2022.07.12	03:15:00	1.19066	1.19072	1.19012	1.19038	536	0	3
2022.07.12	03:20:00	1.19039	1.19060	1.19006	1.19014	504	0	3
2022.07.12	03:25:00	1.19014	1.19016	1.18883	1.18890	376	0	3
2022.07.12	03:30:00	1.18892	1.18933	1.18884	1.18929	220	0	0
2022.07.12	03:35:00	1.18927	1.18971	1.18903	1.18968	231	0	3
2022.07.12	03:40:00	1.18970	1.18981	1.18927	1.18946	237	0	3
2022.07.12	03:45:00	1.18948	1.18984	1.18920	1.18943	310	0	3
2022.07.12	03:50:00	1.18945	1.18954	1.18874	1.18936	346	0	3
2022.07.12	03:55:00	1.18930	1.18970	1.18896	1.18922	278	0	3
2022.07.12	04:00:00	1.18923	1.18934	1.18844	1.18856	444	0	3
2022.07.12	04:05:00	1.18861	1.18870	1.18746	1.18760	479	0	3
2022.07.12	04:10:00	1.18760	1.18760	1.18677	1.18684	540	0	3
2022.07.12	04:15:00	1.18684	1.18699	1.18603	1.18635	522	0	3
2022.07.12	04:20:00	1.18635	1.18676	1.18596	1.18628	527	0	3
2022.07.12	04:25:00	1.18629	1.18690	1.18629	1.18680	392	0	3
2022.07.12	04:30:00	1.18680	1.18819	1.18676	1.18784	645	0	3
2022.07.12	04:35:00	1.18782	1.18807	1.18759	1.18800	458	0	12
2022.07.12	04:40:00	1.18799	1.18846	1.18777	1.18803	463	0	3
2022.07.12	04:45:00	1.18803	1.18830	1.18740	1.18801	374	0	13
2022.07.12	04:50:00	1.18803	1.18841	1.18770	1.18813	420	0	3
2022.07.12	04:55:00	1.18813	1.18857	1.18793	1.18831	375	0	12
2022.07.12	05:00:00	1.18831	1.18855	1.18775	1.18777	425	0	3
2022.07.12	05:05:00	1.18778	1.18849	1.18778	1.18831	401	0	11
2022.07.12	05:10:00	1.18831	1.18848	1.18808	1.18823	288	0	12
2022.07.12	05:15:00	1.18823	1.18829	1.18786	1.18797	397	0	3
2022.07.12	05:20:00	1.18797	1.18821	1.18747	1.18810	915	0	3
2022.07.12	05:25:00	1.18811	1.18830	1.18742	1.18764	579	0	3
2022.07.12	05:30:00	1.18767	1.18821	1.18752	1.18812	573	0	3
2022.07.12	05:35:00	1.18812	1.18855	1.18812	1.18833	385	0	3
2022.07.12	05:40:00	1.18833	1.18849	1.18812	1.18817	805	0	3
2022.07.12	05:45:00	1.18816	1.18833	1.18816	1.18819	440	0	3
2022.07.12	05:50:00	1.18819	1.18843	1.18800	1.18815	486	0	3
2022.07.12	05:55:00	1.18814	1.18825	1.18788	1.18821	551	0	2
2022.07.12	06:00:00	1.18821	1.18857	1.18793	1.18800	662	0	3
2022.07.12	06:05:00	1.18802	1.18806	1.18738	1.18788	505	0	3
2022.07.12	06:10:00	1.18789	1.18789	1.18732	1.18752	201	0	12
2022.07.12	06:15:00	1.18752	1.18767	1.18741	1.18742	424	0	3
2022.07.12	06:20:00	1.18740	1.18759	1.18717	1.18727	450	0	3
2022.07.12	06:25:00	1.18728	1.18770	1.18725	1.18756	381	0	3
2022.07.12	06:30:00	1.18755	1.18775	1.18741	1.18747	482	0	3
2022.07.12	06:35:00	1.18747	1.18750	1.18704	1.18728	528	0	3
2022.07.12	06:40:00	1.18728	1.18764	1.18719	1.18757	516	0	3
2022.07.12	06:45:00	1.18757	1.18766	1.18736	1.18752	312	0	3
2022.07.12	06:50:00	1.18752	1.18774	1.18744	1.18755	401	0	3
2022.07.12	06:55:00	1.18755	1.18774	1.18745	1.18770	308	0	3
2022.07.12	07:00:00	1.18769	1.18775	1.18726	1.18731	366	0	0
2022.07.12	07:05:00	1.18731	1.18753	1.18722	1.18727	298	0	0
2022.07.12	07:10:00	1.18728	1.18732	1.18670	1.18687	613	0	0
2022.07.12	07:15:00	1.18686	1.18710	1.18666	1.18694	473	0	0
2022.07.12	07:20:00	1.18694	1.18701	1.18644	1.18680	474	0	0
2022.07.12	07:25:00	1.18680	1.18688	1.18654	1.18679	408	0	0
2022.07.12	07:30:00	1.18677	1.18689	1.18640	1.18645	421	0	0
2022.07.12	07:35:00	1.18645	1.18676	1.18639	1.18664	268	0	0
2022.07.12	07:40:00	1.18664	1.18689	1.18620	1.18643	324	0	0
2022.07.12	07:45:00	1.18643	1.18663	1.18609	1.18655	315	0	0
2022.07.12	07:50:00	1.18656	1.18677	1.18615	1.18665	734	0	0
2022.07.12	07:55:00	1.18665	1.18675	1.18636	1.18642	387	0	0
2022.07.12	08:00:00	1.18644	1.18663	1.18594	1.18635	330	0	0
2022.07.12	08:05:00	1.18635	1.18673	1.18612	1.18624	253	0	0
2022.07.12	08:10:00	1.18623	1.18629	1.18550	1.18597	494	0	0
2022.07.12	08:15:00	1.18597	1.18613	1.18563	1.18608	411	0	0
2022.07.12	08:20:00	1.18608	1.18626	1.18557	1.18557	712	0	0
2022.07.12	08:25:00	1.18557	1.18611	1.18555	1.18607	580	0	0
2022.07.12	08:30:00	1.18606	1.18618	1.18576	1.18614	673	0	0
2022.07.12	08:35:00	1.18618	1.18640	1.18603	1.18604	427	0	0
2022.07.12	08:40:00	1.18605	1.18653	1.18596	1.18627	726	0	0
2022.07.12	08:45:00	1.18627	1.18653	1.18581	1.18583	615	0	0
2022.07.12	08:50:00	1.18578	1.18618	1.18571	1.18595	578	0	0
2022.07.12	08:55:00	1.18596	1.18599	1.18552	1.18555	359	0	0
2022.07.12	09:00:00	1.18561	1.18612	1.18455	1.18466	814	0	0
2022.07.12	09:05:00	1.18462	1.18556	1.18462	1.18488	828	0	0
2022.07.12	09:10:00	1.18488	1.18645	1.18488	1.18638	944	0	0
2022.07.12	09:15:00	1.18636	1.18638	1.18568	1.18612	651	0	0
2022.07.12	09:20:00	1.18616	1.18696	1.18604	1.18658	667	0	0
2022.07.12	09:25:00	1.18658	1.18703	1.18650	1.18665	563	0	0
2022.07.12	09:30:00	1.18665	1.18718	1.18612	1.18681	813	0	0
2022.07.12	09:35:00	1.18686	1.18737	1.18662	1.18696	684	0	0
2022.07.12	09:40:00	1.18693	1.18708	1.18650	1.18699	768	0	0
2022.07.12	09:45:00	1.18700	1.18710	1.18616	1.18632	668	0	0
2022.07.12	09:50:00	1.18632	1.18646	1.18581	1.18582	644	0	0
2022.07.12	09:55:00	1.18580	1.18673	1.18580	1.18673	586	0	0
2022.07.12	10:00:00	1.18670	1.18713	1.18510	1.18680	1010	0	0
2022.07.12	10:05:00	1.18681	1.18706	1.18526	1.18556	798	0	0
2022.07.12	10:10:00	1.18556	1.18560	1.18424	1.18524	921	0	0
2022.07.12	10:15:00	1.18525	1.18562	1.18450	1.18488	1023	0	0
2022.07.12	10:20:00	1.18486	1.18505	1.18393	1.18460	918	0	0
2022.07.12	10:25:00	1.18458	1.18485	1.18361	1.18422	836	0	0
2022.07.12	10:30:00	1.18422	1.18458	1.18389	1.18423	796	0	0
2022.07.12	10:35:00	1.18426	1.18429	1.18353	1.18413	875	0	0
2022.07.12	10:40:00	1.18413	1.18459	1.18323	1.18336	578	0	0
2022.07.12	10:45:00	1.18338	1.18437	1.18303	1.18402	574	0	0
2022.07.12	10:50:00	1.18396	1.18400	1.18323	1.18342	722	0	0
2022.07.12	10:55:00	1.18341	1.18435	1.18273	1.18395	768	0	0
2022.07.12	11:00:00	1.18395	1.18409	1.18317	1.18343	888	0	0
2022.07.12	11:05:00	1.18343	1.18344	1.18235	1.18239	713	0	0
2022.07.12	11:10:00	1.18239	1.18336	1.18156	1.18158	802	0	0
2022.07.12	11:15:00	1.18159	1.18187	1.18075	1.18167	885	0	0
2022.07.12	11:20:00	1.18168	1.18298	1.18162	1.18282	663	0	0
2022.07.12	11:25:00	1.18281	1.18296	1.18228	1.18296	609	0	0
2022.07.12	11:30:00	1.18295	1.18341	1.18275	1.18340	575	0	0
2022.07.12	11:35:00	1.18340	1.18471	1.18330	1.18374	794	0	0
2022.07.12	11:40:00	1.18371	1.18399	1.18313	1.18318	751	0	0
2022.07.12	11:45:00	1.18318	1.18346	1.18250	1.18294	676	0	0
2022.07.12	11:50:00	1.18294	1.18325	1.18241	1.18257	669	0	0
2022.07.12	11:55:00	1.18257	1.18300	1.18253	1.18300	532	0	0
2022.07.12	12:00:00	1.18299	1.18349	1.18238	1.18265	772	0	0
2022.07.12	12:05:00	1.18264	1.18302	1.18195	1.18282	830	0	0
2022.07.12	12:10:00	1.18281	1.18293	1.18204	1.18212	779	0	0
2022.07.12	12:15:00	1.18212	1.18243	1.18186	1.18241	592	0	0
2022.07.12	12:20:00	1.18242	1.18316	1.18232	1.18307	631	0	0
2022.07.12	12:25:00	1.18305	1.18336	1.18284	1.18292	425	0	0
2022.07.12	12:30:00	1.18292	1.18298	1.18239	1.18240	522	0	0
2022.07.12	12:35:00	1.18239	1.18254	1.18206	1.18246	516	0	0
2022.07.12	12:40:00	1.18246	1.18246	1.18184	1.18185	424	0	0
2022.07.12	12:45:00	1.18185	1.18256	1.18128	1.18254	660	0	0
2022.07.12	12:50:00	1.18254	1.18281	1.18178	1.18258	794	0	0
2022.07.12	12:55:00	1.18259	1.18349	1.18257	1.18347	775	0	0
2022.07.12	13:00:00	1.18344	1.18436	1.18339	1.18417	539	0	0
2022.07.12	13:05:00	1.18419	1.18480	1.18407	1.18469	674	0	0
2022.07.12	13:10:00	1.18470	1.18517	1.18444	1.18467	557	0	0
2022.07.12	13:15:00	1.18463	1.18476	1.18396	1.18403	579	0	0
2022.07.12	13:20:00	1.18403	1.18443	1.18397	1.18403	343	0	0
2022.07.12	13:25:00	1.18403	1.18436	1.18396	1.18426	410	0	0
2022.07.12	13:30:00	1.18426	1.18444	1.18331	1.18351	634	0	0
2022.07.12	13:35:00	1.18352	1.18375	1.18294	1.18365	441	0	0
2022.07.12	13:40:00	1.18365	1.18441	1.18360	1.18424	397	0	0
2022.07.12	13:45:00	1.18424	1.18442	1.18373	1.18423	428	0	0
2022.07.12	13:50:00	1.18423	1.18439	1.18368	1.18405	485	0	0
2022.07.12	13:55:00	1.18407	1.18477	1.18401	1.18444	592	0	0
2022.07.12	14:00:00	1.18443	1.18502	1.18411	1.18490	639	0	0
2022.07.12	14:05:00	1.18489	1.18512	1.18431	1.18464	605	0	0
2022.07.12	14:10:00	1.18464	1.18508	1.18439	1.18488	595	0	0
2022.07.12	14:15:00	1.18488	1.18673	1.18468	1.18646	793	0	0
2022.07.12	14:20:00	1.18646	1.18823	1.18603	1.18746	1278	0	0
2022.07.12	14:25:00	1.18746	1.18767	1.18691	1.18703	779	0	0
2022.07.12	14:30:00	1.18704	1.18780	1.18674	1.18716	798	0	0
2022.07.12	14:35:00	1.18716	1.18721	1.18635	1.18656	596	0	0
2022.07.12	14:40:00	1.18656	1.18669	1.18590	1.18594	557	0	0
2022.07.12	14:45:00	1.18594	1.18609	1.18508	1.18529	655	0	0
2022.07.12	14:50:00	1.18529	1.18548	1.18450	1.18479	620	0	0
2022.07.12	14:55:00	1.18478	1.18484	1.18332	1.18333	742	0	0
2022.07.12	15:00:00	1.18334	1.18443	1.18333	1.18368	973	0	0
2022.07.12	15:05:00	1.18368	1.18460	1.18367	1.18381	635	0	0
2022.07.12	15:10:00	1.18380	1.18440	1.18360	1.18384	751	0	0
2022.07.12	15:15:00	1.18384	1.18448	1.18384	1.18406	758	0	0
2022.07.12	15:20:00	1.18404	1.18488	1.18392	1.18434	787	0	0
2022.07.12	15:25:00	1.18434	1.18459	1.18343	1.18371	639	0	0
2022.07.12	15:30:00	1.18370	1.18449	1.18338	1.18422	716	0	0
2022.07.12	15:35:00	1.18422	1.18438	1.18388	1.18435	784	0	0
2022.07.12	15:40:00	1.18433	1.18463	1.18360	1.18459	773	0	0
2022.07.12	15:45:00	1.18459	1.18459	1.18377	1.18431	726	0	0
2022.07.12	15:50:00	1.18431	1.18544	1.18430	1.18540	506	0	0
2022.07.12	15:55:00	1.18536	1.18602	1.18530	1.18591	674	0	0
2022.07.12	16:00:00	1.18587	1.18655	1.18587	1.18649	705	0	0
2022.07.12	16:05:00	1.18651	1.18692	1.18633	1.18678	684	0	0
2022.07.12	16:10:00	1.18678	1.18727	1.18652	1.18707	651	0	0
2022.07.12	16:15:00	1.18706	1.18732	1.18674	1.18703	662	0	0
2022.07.12	16:20:00	1.18703	1.18721	1.18657	1.18689	600	0	0
2022.07.12	16:25:00	1.18689	1.18782	1.18688	1.18737	643	0	0
2022.07.12	16:30:00	1.18736	1.18823	1.18728	1.18776	1161	0	0
2022.07.12	16:35:00	1.18775	1.18914	1.18775	1.18888	1055	0	0
2022.07.12	16:40:00	1.18888	1.18934	1.18816	1.18828	1080	0	0
2022.07.12	16:45:00	1.18831	1.18862	1.18714	1.18716	1120	0	0
2022.07.12	16:50:00	1.18715	1.18758	1.18658	1.18743	1172	0	0
2022.07.12	16:55:00	1.18742	1.18795	1.18708	1.18769	1055	0	0
2022.07.12	17:00:00	1.18767	1.18773	1.18675	1.18724	1151	0	0
2022.07.12	17:05:00	1.18724	1.18769	1.18677	1.18717	859	0	0
2022.07.12	17:10:00	1.18720	1.18817	1.18704	1.18748	996	0	0
2022.07.12	17:15:00	1.18749	1.18754	1.18645	1.18657	1073	0	0
2022.07.12	17:20:00	1.18656	1.18757	1.18653	1.18721	907	0	0
2022.07.12	17:25:00	1.18721	1.18752	1.18677	1.18689	796	0	0
2022.07.12	17:30:00	1.18688	1.18703	1.18606	1.18637	1078	0	0
2022.07.12	17:35:00	1.18637	1.18714	1.18590	1.18699	900	0	0
2022.07.12	17:40:00	1.18695	1.18820	1.18664	1.18815	853	0	0
2022.07.12	17:45:00	1.18815	1.18870	1.18755	1.18833	918	0	0
2022.07.12	17:50:00	1.18831	1.18865	1.18799	1.18843	827	0	0
2022.07.12	17:55:00	1.18842	1.18919	1.18837	1.18878	886	0	0
2022.07.12	18:00:00	1.18876	1.18932	1.18872	1.18897	648	0	0
2022.07.12	18:05:00	1.18897	1.18944	1.18872	1.18930	597	0	0
2022.07.12	18:10:00	1.18929	1.19049	1.18923	1.18999	791	0	0
2022.07.12	18:15:00	1.18999	1.19000	1.18922	1.18924	546	0	0
2022.07.12	18:20:00	1.18923	1.19020	1.18919	1.19015	551	0	0
2022.07.12	18:25:00	1.19017	1.19133	1.18998	1.19080	910	0	0
2022.07.12	18:30:00	1.19084	1.19087	1.19030	1.19082	751	0	0
2022.07.12	18:35:00	1.19083	1.19094	1.19016	1.19018	532	0	0
2022.07.12	18:40:00	1.19018	1.19040	1.18981	1.19033	441	0	0
2022.07.12	18:45:00	1.19031	1.19061	1.18999	1.19043	419	0	0
2022.07.12	18:50:00	1.19039	1.19102	1.19015	1.19054	478	0	0
2022.07.12	18:55:00	1.19054	1.19069	1.19037	1.19061	352	0	0
2022.07.12	19:00:00	1.19061	1.19065	1.19019	1.19019	308	0	0
2022.07.12	19:05:00	1.19020	1.19061	1.19000	1.19009	446	0	0
2022.07.12	19:10:00	1.19009	1.19035	1.18979	1.19030	364	0	0
2022.07.12	19:15:00	1.19032	1.19048	1.18989	1.19029	322	0	0
2022.07.12	19:20:00	1.19028	1.19106	1.19026	1.19102	427	0	0
2022.07.12	19:25:00	1.19102	1.19160	1.19071	1.19072	654	0	0
2022.07.12	19:30:00	1.19072	1.19124	1.19062	1.19115	348	0	0
2022.07.12	19:35:00	1.19115	1.19126	1.19086	1.19099	345	0	0
2022.07.12	19:40:00	1.19096	1.19124	1.19092	1.19100	233	0	0
2022.07.12	19:45:00	1.19100	1.19141	1.19079	1.19104	299	0	0
2022.07.12	19:50:00	1.19104	1.19113	1.19089	1.19096	472	0	0
2022.07.12	19:55:00	1.19096	1.19151	1.19095	1.19105	483	0	0
2022.07.12	20:00:00	1.19104	1.19131	1.18994	1.19001	671	0	0
2022.07.12	20:05:00	1.19000	1.19011	1.18942	1.19003	700	0	1
2022.07.12	20:10:00	1.19007	1.19008	1.18955	1.18959	333	0	2
2022.07.12	20:15:00	1.18959	1.18973	1.18942	1.18953	294	0	2
2022.07.12	20:20:00	1.18954	1.18989	1.18948	1.18986	259	0	2
2022.07.12	20:25:00	1.18985	1.18996	1.18975	1.18992	301	0	2
2022.07.12	20:30:00	1.18994	1.19001	1.18974	1.18986	228	0	2
2022.07.12	20:35:00	1.18986	1.19043	1.18978	1.19014	244	0	0
2022.07.12	20:40:00	1.19014	1.19052	1.19014	1.19039	358	0	1
2022.07.12	20:45:00	1.19039	1.19045	1.18995	1.18999	214	0	2
2022.07.12	20:50:00	1.19000	1.19036	1.18990	1.19017	359	0	1
2022.07.12	20:55:00	1.19017	1.19087	1.19008	1.19086	364	0	0
2022.07.12	21:00:00	1.19086	1.19104	1.19031	1.19031	318	0	1
2022.07.12	21:05:00	1.19031	1.19042	1.18996	1.19022	279	0	2
2022.07.12	21:10:00	1.19022	1.19035	1.19010	1.19034	230	0	2
2022.07.12	21:15:00	1.19034	1.19068	1.19016	1.19061	322	0	0
2022.07.12	21:20:00	1.19061	1.19069	1.19039	1.19049	339	0	0
2022.07.12	21:25:00	1.19048	1.19057	1.19028	1.19051	292	0	1
2022.07.12	21:30:00	1.19052	1.19074	1.19034	1.19043	336	0	0
2022.07.12	21:35:00	1.19043	1.19060	1.19036	1.19044	143	0	2
2022.07.12	21:40:00	1.19048	1.19101	1.19039	1.19093	287	0	1
2022.07.12	21:45:00	1.19092	1.19096	1.19048	1.19057	285	0	0
2022.07.12	21:50:00	1.19057	1.19057	1.18980	1.18990	376	0	0
2022.07.12	21:55:00	1.18990	1.19000	1.18972	1.18991	300	0	2
2022.07.12	22:00:00	1.18991	1.19001	1.18969	1.18980	266	0	2
2022.07.12	22:05:00	1.18978	1.18979	1.18929	1.18929	313	0	0
2022.07.12	22:10:00	1.18930	1.18941	1.18898	1.18916	335	0	0
2022.07.12	22:15:00	1.18916	1.18933	1.18896	1.18926	321	0	0
2022.07.12	22:20:00	1.18925	1.18927	1.18880	1.18881	322	0	1
2022.07.12	22:25:00	1.18881	1.18900	1.18867	1.18871	263	0	2
2022.07.12	22:30:00	1.18871	1.18892	1.18858	1.18861	191	0	2
2022.07.12	22:35:00	1.18861	1.18865	1.18818	1.18849	301	0	0
2022.07.12	22:40:00	1.18850	1.18863	1.18837	1.18839	161	0	2
2022.07.12	22:45:00	1.18846	1.18900	1.18842	1.18893	204	0	2
